Set: Salvatore Gaia | File: Elsword\Resources\Enum.lua | Line: 116 | ID/Key: TA_CENTER_LEFT=4 | Context: SGI_GAIA			= 1,
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 20934 | ID/Key: 69420 | Context: m_Name = "Coupon für Henirherrscher-Fäustlinge",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 20935 | ID/Key: 69420 | Context: m_Description = "Tauschgutschein für die Fäustlinge des Henirherrschers. Bring ihn zu Glave und du erhältst dafür Fäustlinge, die deinen Kräften angemessen sind.",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 20941 | ID/Key: 69421 | Context: m_Name = "Coupon für Henirherrscher-Schuhe",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 20942 | ID/Key: 69421 | Context: m_Description = "Tauschgutschein für die Schuhe des Henirherrschers. Bring ihn zu Glave und du erhältst dafür Schuhe, die deinen Kräften angemessen sind.",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 21255 | ID/Key: 69472 | Context: m_Name = "Henirherrscherwaffe (Chung)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 21261 | ID/Key: 69473 | Context: m_Name = "Henirherrscheroberteil (Chung)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 21267 | ID/Key: 69474 | Context: m_Name = "Henirherrscherbeinkleid (Chung)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 21273 | ID/Key: 69475 | Context: m_Name = "Henirherrscherfäustlinge (Chung)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 21279 | ID/Key: 69476 | Context: m_Name = "Henirherrscherschuhe (Chung)",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 22451 | ID/Key: 72150 | Context: m_Description = "\nEntfernt Feuer, Gift, und Flüche und regeneriert 50% deiner HP.\n\nDieser leckere Kuchen wird traditionell zum Fest der Koexistenz angeboten. Die Alchemisten verteilen ihn umsonst an alle Abenteurer.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 23012 | ID/Key: 78430 | Context: m_Description = "Eine leere Kristallkugel. Kann beim Alchemisten im Dorf erworben werden.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 23131 | ID/Key: 78600 | Context: m_Description = "Ein mysteriöser Edelstein, in dem ein Bruchstück der Dunkelheit versiegelt wurde. Da er sehr selten ist und eine sanfte Aura besitzt, ist er sehr beliebt.\nDu kannst ihn beim Alchemisten gegen ein gleichwertiges Item eintauschen.\n(Erhältlich durch Spielen des Dungeons \"Dunkles Portal\".)",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 23417 | ID/Key: 78676 | Context: m_Name = "Monsterkarte Erzvargo-Alchemist",
Set: Salvatore Ventus | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 24663 | ID/Key: 78898 | Context: m_Name = "Ventus' Flügelaura (Wundermittel)",
Set: Salvatore Ventus | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 24664 | ID/Key: 78898 | Context: m_Description = "Ein Wundermittel, in das die Aura von Ventus' Windkraft eingearbeitet ist.\n(Dauer: 30 Min.)\n\nLeichtigkeit:\nErhöht deine Laufgeschwindigkeit, gewährt Windresistenz +100 und Ausweichen +10%.\n\nDas Wundermittel bleibt nach Verwendung im Dungeon/Feld/Dorf bestehen. Kein Effekt im PvP.",
Set: Salvatore Rosso | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 24670 | ID/Key: 78899 | Context: m_Name = "Rossous Flammenreif (Wundermittel)",
Set: Salvatore Rosso | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 24671 | ID/Key: 78899 | Context: m_Description = "Ein Wundermittel, in das die Aura von Rossous Feuer eingearbeitet ist.\n(Dauer: 30 Min.)\n\nFlammenring:\nEin Flammenring umgibt dich, der Verbrennungen hervorruft und Feuerresistenz senkt.\n\nDas Wundermittel bleibt nach Verwendung im Dungeon/Feld/Dorf bestehen. Kein Effekt im PvP.",
Set: Dragon Knight | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 26903 | ID/Key: 81548 | Context: m_Name = "드래곤 나이트 리폼 티켓",
Set: Dragon Knight | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 26904 | ID/Key: 81548 | Context: m_Description = "특별한 아바타를 리폼할 수 있는 티켓. NPC '아리엘'을 통해 제조가 가능합니다.\n(제조에 필요한 티켓 개수는 장착 부위 별로 다를 수 있습니다)\n\n*리폼 가능 목록 :\n드래곤 나이트-다크사이드 세트\n\n(※제조 시 소켓 옵션이 모두 사라집니다.)",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 28822 | ID/Key: 91620 | Context: m_Description = "Geheimtrank des Alchemisten, ein Material zur Herstellung von Versiegelten Eisstatuen.",
Set: Salvatore Gaia | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 30823 | ID/Key: 99670 | Context: m_Name = "Lehrbuch: Tochter Gaias",
Set: Salvatore Gaia | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 30824 | ID/Key: 99670 | Context: m_Description = "Lehrbuch für \"Tochter Gaias\". Bei Verwendung wird der Skill freigeschaltet, so dass SP investiert werden können.\n\n(Erfordert Lv. 40)",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31678 | ID/Key: 99988 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31685 | ID/Key: 100000 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31692 | ID/Key: 100010 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31699 | ID/Key: 100020 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31706 | ID/Key: 100030 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31713 | ID/Key: 100040 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31720 | ID/Key: 100100 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31727 | ID/Key: 100110 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31734 | ID/Key: 100120 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31741 | ID/Key: 100130 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31748 | ID/Key: 100140 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31755 | ID/Key: 100150 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31762 | ID/Key: 100160 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31769 | ID/Key: 100170 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31776 | ID/Key: 100180 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31783 | ID/Key: 100190 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31790 | ID/Key: 100200 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31797 | ID/Key: 100210 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31804 | ID/Key: 100220 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31811 | ID/Key: 100230 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31818 | ID/Key: 100240 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31825 | ID/Key: 100250 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31832 | ID/Key: 100260 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31839 | ID/Key: 100270 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31846 | ID/Key: 100280 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31853 | ID/Key: 100290 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31860 | ID/Key: 100300 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31867 | ID/Key: 100310 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31874 | ID/Key: 100320 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31881 | ID/Key: 100330 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31888 | ID/Key: 100340 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31895 | ID/Key: 100350 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31902 | ID/Key: 100360 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31909 | ID/Key: 100370 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31916 | ID/Key: 100380 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31923 | ID/Key: 100390 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31930 | ID/Key: 100400 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31937 | ID/Key: 100410 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31944 | ID/Key: 100420 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31951 | ID/Key: 100430 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31958 | ID/Key: 100440 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31965 | ID/Key: 100450 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31972 | ID/Key: 101000 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31979 | ID/Key: 101010 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31986 | ID/Key: 101020 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 31993 | ID/Key: 101030 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 32000 | ID/Key: 101040 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 32007 | ID/Key: 101050 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 32014 | ID/Key: 101060 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 32021 | ID/Key: 101070 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 32028 | ID/Key: 101080 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 32035 | ID/Key: 101090 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 32042 | ID/Key: 101100 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 32049 | ID/Key: 101110 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 32056 | ID/Key: 101120 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 32063 | ID/Key: 101130 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 32070 | ID/Key: 101140 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 32077 | ID/Key: 101150 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 32084 | ID/Key: 101160 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 32091 | ID/Key: 101170 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 32098 | ID/Key: 101180 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 32105 | ID/Key: 101190 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 32112 | ID/Key: 101200 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 32119 | ID/Key: 101210 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 32126 | ID/Key: 101220 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 32133 | ID/Key: 101230 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 32140 | ID/Key: 101240 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 32147 | ID/Key: 101250 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 32154 | ID/Key: 101260 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 32161 | ID/Key: 101270 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 32168 | ID/Key: 101280 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 32175 | ID/Key: 101290 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 32182 | ID/Key: 101300 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 32189 | ID/Key: 101310 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
Set: Miracle Alchemist | File: Elsword\_ClientScript\Major\ItemTrans_DE.lua | Line: 32196 | ID/Key: 101320 | Context: m_Description = "Früher brauchten Alchemisten diese Schriftrollen, aber heute sind sie wegen neuer Techniken nicht mehr nötig. Händler kaufen sie nur noch als Sammlerstücke.",
